Issue_ID,Order_ID,Order_Item_ID,Store_ID,Product_ID,Issue_Type,Financial_Impact_INR,Probable_Process_Stage,Probable_Worker_ID,Root_Cause_Status,Resolution_Type
QI00004446,ORD000128503,ITEM0000479365,DS004,SKU0130,Missing Item,44.48,Inventory Accuracy / Putaway,P_DS004_005,Unconfirmed,Refund
QI00004447,ORD000128510,ITEM0000479397,DS004,SKU0134,Missing Item,135.87,Inventory Accuracy / Putaway,P_DS004_019,Unconfirmed,Refund
QI00004448,ORD000128545,ITEM0000479519,DS004,SKU0036,Missing Item,501.4,Inventory Accuracy / Putaway,P_DS004_035,Unconfirmed,Replacement
QI00004449,ORD000128549,ITEM0000479533,DS004,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS004_002,Unconfirmed,Refund
QI00004450,ORD000128634,ITEM0000479836,DS004,SKU0011,Missing Item,85.7,Inventory Accuracy / Putaway,P_DS004_014,Unconfirmed,Replacement
QI00004451,ORD000128651,ITEM0000479903,DS004,SKU0127,Missing Item,229.21,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Refund
QI00004452,ORD000128753,ITEM0000480277,DS004,SKU0153,Missing Item,134.94,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Refund
QI00004453,ORD000128789,ITEM0000480421,DS004,SKU0168,Missing Item,40.45,Inventory Accuracy / Putaway,P_DS004_011,Unconfirmed,Replacement
QI00004454,ORD000128797,ITEM0000480446,DS004,SKU0264,Missing Item,26.89,Inventory Accuracy / Putaway,P_DS004_032,Unconfirmed,Refund
QI00004455,ORD000128798,ITEM0000480454,DS004,SKU0081,Missing Item,87.92,Inventory Accuracy / Putaway,P_DS004_026,Unconfirmed,Refund
QI00004456,ORD000128811,ITEM0000480501,DS004,SKU0165,Wrong Item,276.15,Picking,P_DS004_008,Unconfirmed,Refund
QI00004457,ORD000128835,ITEM0000480594,DS004,SKU0090,Damaged Item,521.0,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004458,ORD000128836,ITEM0000480599,DS004,SKU0257,Wrong Item,288.34,Picking,P_DS004_002,Unconfirmed,Replacement
QI00004459,ORD000128873,ITEM0000480734,DS004,SKU0168,Missing Item,121.35,Inventory Accuracy / Putaway,P_DS004_005,Unconfirmed,Refund
QI00004460,ORD000128956,ITEM0000481050,DS004,SKU0151,Wrong Item,103.12,Picking,P_DS004_035,Unconfirmed,Refund
QI00004461,ORD000128959,ITEM0000481067,DS004,SKU0028,Missing Item,414.17,Inventory Accuracy / Putaway,P_DS004_017,Unconfirmed,Replacement
QI00004462,ORD000129005,ITEM0000481237,DS004,SKU0056,Missing Item,234.62,Inventory Accuracy / Putaway,P_DS004_035,Unconfirmed,Replacement
QI00004463,ORD000129029,ITEM0000481322,DS004,SKU0274,Missing Item,764.52,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Refund
QI00004464,ORD000129079,ITEM0000481523,DS004,SKU0080,Missing Item,77.19,Inventory Accuracy / Putaway,P_DS004_008,Unconfirmed,Replacement
QI00004465,ORD000129153,ITEM0000481776,DS004,SKU0286,Wrong Item,143.99,Shelf Placement / Picking Verification,P_DS004_035,Unconfirmed,Refund
QI00004466,ORD000129170,ITEM0000481835,DS004,SKU0193,Missing Item,323.59,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Replacement
QI00004467,ORD000129198,ITEM0000481931,DS004,SKU0234,Missing Item,113.91,Inventory Accuracy / Putaway,P_DS004_017,Unconfirmed,Refund
QI00004468,ORD000129217,ITEM0000482001,DS004,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS004_014,Unconfirmed,Refund
QI00004469,ORD000129236,ITEM0000482077,DS004,SKU0209,Missing Item,102.71,Inventory Accuracy / Putaway,P_DS004_032,Unconfirmed,Refund
QI00004470,ORD000129346,ITEM0000482458,DS004,SKU0222,Missing Item,117.02,Inventory Accuracy / Putaway,P_DS004_002,Unconfirmed,Refund
QI00004471,ORD000129442,ITEM0000482826,DS004,SKU0298,Wrong Item,158.44,Shelf Placement / Picking Verification,P_DS004_023,Unconfirmed,Refund
QI00004472,ORD000129480,ITEM0000482954,DS004,SKU0171,Missing Item,69.18,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Refund
QI00004473,ORD000129495,ITEM0000483005,DS004,SKU0022,Missing Item,446.03,Inventory Accuracy / Putaway,P_DS004_014,Unconfirmed,Refund
QI00004474,ORD000129498,ITEM0000483014,DS004,SKU0180,Missing Item,74.68,Inventory Accuracy / Putaway,P_DS004_002,Unconfirmed,Refund
QI00004475,ORD000129570,ITEM0000483257,DS004,SKU0185,Missing Item,98.45,Inventory Accuracy / Putaway,P_DS004_029,Unconfirmed,Refund
QI00004476,ORD000129576,ITEM0000483276,DS004,SKU0013,Damaged Item,573.06,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004477,ORD000129598,ITEM0000483362,DS004,SKU0013,Wrong Item,573.06,Shelf Placement / Picking Verification,P_DS004_026,Unconfirmed,Replacement
QI00004478,ORD000129598,ITEM0000483365,DS004,SKU0015,Damaged Item,159.48,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004479,ORD000129608,ITEM0000483399,DS004,SKU0173,Wrong Item,225.84,Picking,P_DS004_029,Unconfirmed,Refund
QI00004480,ORD000129651,ITEM0000483568,DS004,SKU0038,Missing Item,420.41,Inventory Accuracy / Putaway,P_DS004_003,Unconfirmed,Replacement
QI00004481,ORD000129669,ITEM0000483635,DS004,SKU0119,Damaged Item,182.02,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004482,ORD000129673,ITEM0000483649,DS004,SKU0063,Missing Item,379.74,Inventory Accuracy / Putaway,P_DS004_009,Unconfirmed,Refund
QI00004483,ORD000129748,ITEM0000483922,DS004,SKU0005,Missing Item,321.98,Inventory Accuracy / Putaway,P_DS004_021,Unconfirmed,Refund
QI00004484,ORD000129774,ITEM0000484030,DS004,SKU0105,Wrong Item,544.28,Shelf Placement / Picking Verification,P_DS004_021,Unconfirmed,Refund
QI00004485,ORD000129809,ITEM0000484145,DS004,SKU0099,Missing Item,325.38,Inventory Accuracy / Putaway,P_DS004_009,Unconfirmed,Replacement
QI00004486,ORD000129840,ITEM0000484255,DS004,SKU0134,Missing Item,135.87,Inventory Accuracy / Putaway,P_DS004_015,Unconfirmed,Refund
QI00004487,ORD000129861,ITEM0000484328,DS004,SKU0085,Missing Item,469.4,Inventory Accuracy / Putaway,P_DS004_009,Unconfirmed,Refund
QI00004488,ORD000129862,ITEM0000484335,DS004,SKU0290,Missing Item,416.48,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Refund
QI00004489,ORD000129917,ITEM0000484569,DS004,SKU0057,Missing Item,229.0,Inventory Accuracy / Putaway,P_DS004_018,Unconfirmed,Refund
QI00004490,ORD000129924,ITEM0000484597,DS004,SKU0018,Missing Item,292.04,Inventory Accuracy / Putaway,P_DS004_033,Unconfirmed,Replacement
QI00004491,ORD000129960,ITEM0000484731,DS004,SKU0128,Missing Item,78.55,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Refund
QI00004492,ORD000129965,ITEM0000484751,DS004,SKU0104,Missing Item,181.45,Inventory Accuracy / Putaway,P_DS004_033,Unconfirmed,Refund
QI00004493,ORD000130007,ITEM0000484912,DS004,SKU0081,Wrong Item,43.96,Picking,P_DS004_009,Unconfirmed,Refund
QI00004494,ORD000130130,ITEM0000485377,DS004,SKU0070,Missing Item,78.06,Inventory Accuracy / Putaway,P_DS004_013,Unconfirmed,Refund
QI00004495,ORD000130131,ITEM0000485381,DS004,SKU0025,Wrong Item,541.32,Shelf Placement / Picking Verification,P_DS004_033,Unconfirmed,Replacement
QI00004496,ORD000130160,ITEM0000485487,DS004,SKU0160,Missing Item,215.8,Inventory Accuracy / Putaway,P_DS004_033,Unconfirmed,Refund
QI00004497,ORD000130166,ITEM0000485512,DS004,SKU0193,Missing Item,647.18,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Replacement
QI00004498,ORD000130200,ITEM0000485643,DS004,SKU0245,Missing Item,561.74,Inventory Accuracy / Putaway,P_DS004_015,Unconfirmed,Refund
QI00004499,ORD000130236,ITEM0000485776,DS004,SKU0085,Missing Item,938.8,Inventory Accuracy / Putaway,P_DS004_012,Unconfirmed,Refund
QI00004500,ORD000130256,ITEM0000485843,DS004,SKU0071,Damaged Item,241.58,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004501,ORD000130340,ITEM0000486153,DS004,SKU0051,Missing Item,50.3,Inventory Accuracy / Putaway,P_DS004_003,Unconfirmed,Refund
QI00004502,ORD000130349,ITEM0000486186,DS004,SKU0261,Missing Item,312.68,Inventory Accuracy / Putaway,P_DS004_033,Unconfirmed,Refund
QI00004503,ORD000130369,ITEM0000486267,DS004,SKU0212,Missing Item,64.87,Inventory Accuracy / Putaway,P_DS004_027,Unconfirmed,Refund
QI00004504,ORD000130376,ITEM0000486294,DS004,SKU0021,Missing Item,387.42,Inventory Accuracy / Putaway,P_DS004_021,Unconfirmed,Replacement
QI00004505,ORD000130489,ITEM0000486719,DS004,SKU0197,Damaged Item,260.58,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004506,ORD000130525,ITEM0000486840,DS004,SKU0148,Missing Item,347.32,Inventory Accuracy / Putaway,P_DS004_003,Unconfirmed,Refund
QI00004507,ORD000130574,ITEM0000487020,DS004,SKU0034,Missing Item,251.6,Inventory Accuracy / Putaway,P_DS004_033,Unconfirmed,Replacement
QI00004508,ORD000130608,ITEM0000487153,DS004,SKU0264,Wrong Item,53.78,Picking,P_DS004_024,Unconfirmed,Replacement
QI00004509,ORD000130627,ITEM0000487239,DS004,SKU0182,Wrong Item,142.83,Picking,P_DS004_021,Unconfirmed,Refund
QI00004510,ORD000130647,ITEM0000487323,DS004,SKU0119,Wrong Item,364.04,Picking,P_DS004_024,Unconfirmed,Refund
QI00004511,ORD000130679,ITEM0000487427,DS004,SKU0011,Missing Item,85.7,Inventory Accuracy / Putaway,P_DS004_021,Unconfirmed,Refund
QI00004512,ORD000130781,ITEM0000487830,DS004,SKU0225,Missing Item,138.75,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Refund
QI00004513,ORD000130814,ITEM0000487963,DS004,SKU0183,Wrong Item,284.0,Picking,P_DS004_009,Unconfirmed,Refund
QI00004514,ORD000130846,ITEM0000488083,DS004,SKU0074,Wrong Item,467.08,Picking,P_DS004_015,Unconfirmed,Refund
QI00004515,ORD000130849,ITEM0000488091,DS004,SKU0015,Missing Item,159.48,Inventory Accuracy / Putaway,P_DS004_012,Unconfirmed,Replacement
QI00004516,ORD000130863,ITEM0000488141,DS004,SKU0134,Damaged Item,135.87,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004517,ORD000130880,ITEM0000488202,DS004,SKU0130,Damaged Item,44.48,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004518,ORD000130924,ITEM0000488393,DS004,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS004_019,Unconfirmed,Refund
QI00004519,ORD000130935,ITEM0000488434,DS004,SKU0191,Missing Item,659.63,Inventory Accuracy / Putaway,P_DS004_025,Unconfirmed,Replacement
QI00004520,ORD000130954,ITEM0000488512,DS004,SKU0115,Damaged Item,283.76,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004521,ORD000130961,ITEM0000488538,DS004,SKU0234,Wrong Item,227.82,Picking,P_DS004_034,Unconfirmed,Replacement
QI00004522,ORD000130982,ITEM0000488627,DS004,SKU0035,Wrong Item,311.65,Picking,P_DS004_004,Unconfirmed,Refund
QI00004523,ORD000130987,ITEM0000488648,DS004,SKU0200,Damaged Item,324.5,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004524,ORD000131071,ITEM0000488988,DS004,SKU0119,Damaged Item,364.04,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004525,ORD000131110,ITEM0000489122,DS004,SKU0040,Damaged Item,82.14,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004526,ORD000131143,ITEM0000489253,DS004,SKU0181,Missing Item,412.97,Inventory Accuracy / Putaway,P_DS004_011,Unconfirmed,Refund
QI00004527,ORD000131220,ITEM0000489557,DS004,SKU0226,Damaged Item,45.28,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004528,ORD000131261,ITEM0000489708,DS004,SKU0249,Missing Item,489.26,Inventory Accuracy / Putaway,P_DS004_032,Unconfirmed,Refund
QI00004529,ORD000131264,ITEM0000489716,DS004,SKU0298,Wrong Item,79.22,Shelf Placement / Picking Verification,P_DS004_017,Unconfirmed,Replacement
QI00004530,ORD000131273,ITEM0000489758,DS004,SKU0191,Missing Item,659.63,Inventory Accuracy / Putaway,P_DS004_002,Unconfirmed,Refund
QI00004531,ORD000131281,ITEM0000489793,DS004,SKU0090,Missing Item,260.5,Inventory Accuracy / Putaway,P_DS004_005,Unconfirmed,Replacement
QI00004532,ORD000131282,ITEM0000489797,DS004,SKU0173,Damaged Item,225.84,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004533,ORD000131283,ITEM0000489802,DS004,SKU0083,Missing Item,163.73,Inventory Accuracy / Putaway,P_DS004_026,Unconfirmed,Refund
QI00004534,ORD000131304,ITEM0000489876,DS004,SKU0018,Damaged Item,584.08,Rider Handling / Last Mile,,Unconfirmed,Replacement
QI00004535,ORD000131309,ITEM0000489895,DS004,SKU0075,Wrong Item,143.63,Shelf Placement / Picking Verification,P_DS004_026,Unconfirmed,Refund
QI00004536,ORD000131367,ITEM0000490088,DS004,SKU0024,Missing Item,740.12,Inventory Accuracy / Putaway,P_DS004_029,Unconfirmed,Replacement
QI00004537,ORD000131385,ITEM0000490157,DS004,SKU0244,Damaged Item,67.15,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00004538,ORD000131429,ITEM0000490318,DS004,SKU0150,Damaged Item,178.21,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004539,ORD000131432,ITEM0000490332,DS004,SKU0005,Damaged Item,643.96,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004540,ORD000131433,ITEM0000490336,DS004,SKU0013,Wrong Item,286.53,Shelf Placement / Picking Verification,P_DS004_032,Unconfirmed,Refund
QI00004541,ORD000131440,ITEM0000490368,DS004,SKU0115,Damaged Item,141.88,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004542,ORD000131454,ITEM0000490425,DS004,SKU0269,Damaged Item,399.24,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004543,ORD000131477,ITEM0000490516,DS004,SKU0160,Missing Item,215.8,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Replacement
QI00004544,ORD000131489,ITEM0000490558,DS004,SKU0298,Wrong Item,79.22,Shelf Placement / Picking Verification,P_DS004_020,Unconfirmed,Refund
QI00004545,ORD000131522,ITEM0000490681,DS004,SKU0092,Missing Item,230.52,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Refund
QI00004546,ORD000131600,ITEM0000490981,DS004,SKU0084,Wrong Item,111.02,Shelf Placement / Picking Verification,P_DS004_017,Unconfirmed,Refund
QI00004547,ORD000131634,ITEM0000491115,DS004,SKU0151,Damaged Item,206.24,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004548,ORD000131678,ITEM0000491274,DS004,SKU0269,Damaged Item,798.48,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004549,ORD000131723,ITEM0000491437,DS004,SKU0243,Missing Item,191.05,Inventory Accuracy / Putaway,P_DS004_017,Unconfirmed,Refund
QI00004550,ORD000131738,ITEM0000491487,DS004,SKU0085,Missing Item,469.4,Inventory Accuracy / Putaway,P_DS004_020,Unconfirmed,Refund
QI00004551,ORD000131767,ITEM0000491589,DS004,SKU0266,Missing Item,218.79,Inventory Accuracy / Putaway,P_DS004_017,Unconfirmed,Refund
QI00004552,ORD000131774,ITEM0000491613,DS004,SKU0103,Missing Item,309.26,Inventory Accuracy / Putaway,P_DS004_020,Unconfirmed,Replacement
QI00004553,ORD000131795,ITEM0000491694,DS004,SKU0108,Missing Item,205.48,Inventory Accuracy / Putaway,P_DS004_005,Unconfirmed,Refund
QI00004554,ORD000131817,ITEM0000491770,DS004,SKU0220,Damaged Item,547.83,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004555,ORD000131834,ITEM0000491849,DS004,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS004_029,Unconfirmed,Refund
QI00004556,ORD000131853,ITEM0000491912,DS004,SKU0022,Wrong Item,446.03,Picking,P_DS004_005,Unconfirmed,Refund
QI00004557,ORD000131875,ITEM0000491989,DS004,SKU0175,Missing Item,137.34,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Refund
QI00004558,ORD000131878,ITEM0000492000,DS004,SKU0173,Wrong Item,225.84,Picking,P_DS004_017,Unconfirmed,Replacement
QI00004559,ORD000131889,ITEM0000492048,DS004,SKU0141,Missing Item,106.65,Inventory Accuracy / Putaway,P_DS004_020,Unconfirmed,Replacement
QI00004560,ORD000131901,ITEM0000492088,DS004,SKU0026,Missing Item,132.27,Inventory Accuracy / Putaway,P_DS004_017,Unconfirmed,Replacement
QI00004561,ORD000131969,ITEM0000492330,DS004,SKU0281,Wrong Item,528.78,Shelf Placement / Picking Verification,P_DS004_023,Unconfirmed,Replacement
QI00004562,ORD000131977,ITEM0000492365,DS004,SKU0181,Missing Item,412.97,Inventory Accuracy / Putaway,P_DS004_020,Unconfirmed,Refund
QI00004563,ORD000131977,ITEM0000492366,DS004,SKU0167,Missing Item,208.98,Inventory Accuracy / Putaway,P_DS004_020,Unconfirmed,Refund
QI00004564,ORD000131979,ITEM0000492376,DS004,SKU0256,Damaged Item,208.54,Rider Handling / Last Mile,,Unconfirmed,Replacement
QI00004565,ORD000132036,ITEM0000492582,DS004,SKU0062,Damaged Item,668.4,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00004566,ORD000132102,ITEM0000492830,DS004,SKU0219,Missing Item,344.59,Inventory Accuracy / Putaway,P_DS004_032,Unconfirmed,Refund
QI00004567,ORD000132113,ITEM0000492879,DS004,SKU0198,Missing Item,353.83,Inventory Accuracy / Putaway,P_DS004_026,Unconfirmed,Refund
QI00004568,ORD000132114,ITEM0000492882,DS004,SKU0021,Missing Item,387.42,Inventory Accuracy / Putaway,P_DS004_023,Unconfirmed,Replacement
QI00004569,ORD000132131,ITEM0000492941,DS004,SKU0097,Missing Item,183.02,Inventory Accuracy / Putaway,P_DS004_011,Unconfirmed,Replacement
QI00004570,ORD000132134,ITEM0000492957,DS004,SKU0173,Damaged Item,451.68,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004571,ORD000132134,ITEM0000492958,DS004,SKU0203,Missing Item,130.42,Inventory Accuracy / Putaway,P_DS004_029,Unconfirmed,Refund
QI00004572,ORD000132135,ITEM0000492961,DS004,SKU0130,Missing Item,44.48,Inventory Accuracy / Putaway,P_DS004_032,Unconfirmed,Refund
QI00004573,ORD000132155,ITEM0000493039,DS004,SKU0158,Wrong Item,145.24,Picking,P_DS004_032,Unconfirmed,Refund
QI00004574,ORD000132164,ITEM0000493072,DS004,SKU0180,Wrong Item,74.68,Picking,P_DS004_029,Unconfirmed,Refund
QI00004575,ORD000132224,ITEM0000493271,DS004,SKU0115,Damaged Item,283.76,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004576,ORD000132234,ITEM0000493309,DS004,SKU0273,Missing Item,303.86,Inventory Accuracy / Putaway,P_DS004_032,Unconfirmed,Refund
QI00004577,ORD000132237,ITEM0000493321,DS004,SKU0158,Damaged Item,145.24,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004578,ORD000132301,ITEM0000493539,DS004,SKU0013,Wrong Item,573.06,Shelf Placement / Picking Verification,P_DS004_017,Unconfirmed,Refund
QI00004579,ORD000132317,ITEM0000493603,DS004,SKU0081,Damaged Item,131.88,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00004580,ORD000132385,ITEM0000493851,DS004,SKU0291,Missing Item,294.78,Inventory Accuracy / Putaway,P_DS004_027,Unconfirmed,Refund
QI00004581,ORD000132407,ITEM0000493928,DS004,SKU0232,Damaged Item,548.22,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004582,ORD000132432,ITEM0000494021,DS004,SKU0166,Wrong Item,987.88,Shelf Placement / Picking Verification,P_DS004_009,Unconfirmed,Replacement
QI00004583,ORD000132450,ITEM0000494101,DS004,SKU0240,Damaged Item,71.04,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004584,ORD000132472,ITEM0000494190,DS004,SKU0151,Damaged Item,103.12,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004585,ORD000132472,ITEM0000494192,DS004,SKU0209,Missing Item,205.42,Inventory Accuracy / Putaway,P_DS004_009,Unconfirmed,Refund
QI00004586,ORD000132518,ITEM0000494355,DS004,SKU0198,Missing Item,353.83,Inventory Accuracy / Putaway,P_DS004_009,Unconfirmed,Refund
QI00004587,ORD000132562,ITEM0000494523,DS004,SKU0185,Wrong Item,98.45,Shelf Placement / Picking Verification,P_DS004_009,Unconfirmed,Refund
QI00004588,ORD000132604,ITEM0000494680,DS004,SKU0016,Damaged Item,206.66,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004589,ORD000132649,ITEM0000494859,DS004,SKU0064,Missing Item,344.62,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Refund
QI00004590,ORD000132658,ITEM0000494893,DS004,SKU0201,Damaged Item,81.18,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004591,ORD000132661,ITEM0000494902,DS004,SKU0015,Damaged Item,318.96,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004592,ORD000132715,ITEM0000495115,DS004,SKU0094,Missing Item,275.16,Inventory Accuracy / Putaway,P_DS004_006,Unconfirmed,Refund
QI00004593,ORD000132725,ITEM0000495162,DS004,SKU0051,Missing Item,25.15,Inventory Accuracy / Putaway,P_DS004_006,Unconfirmed,Refund
QI00004594,ORD000132827,ITEM0000495520,DS004,SKU0064,Missing Item,344.62,Inventory Accuracy / Putaway,P_DS004_015,Unconfirmed,Replacement
QI00004595,ORD000132909,ITEM0000495837,DS004,SKU0158,Missing Item,145.24,Inventory Accuracy / Putaway,P_DS004_027,Unconfirmed,Refund
QI00004596,ORD000132926,ITEM0000495907,DS004,SKU0201,Damaged Item,81.18,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004597,ORD000132934,ITEM0000495935,DS004,SKU0166,Damaged Item,493.94,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004598,ORD000132969,ITEM0000496065,DS004,SKU0057,Missing Item,458.0,Inventory Accuracy / Putaway,P_DS004_015,Unconfirmed,Refund
QI00004599,ORD000132971,ITEM0000496075,DS004,SKU0170,Damaged Item,570.49,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004600,ORD000132998,ITEM0000496179,DS004,SKU0042,Damaged Item,1213.0,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004601,ORD000133086,ITEM0000496525,DS004,SKU0011,Missing Item,85.7,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Replacement
QI00004602,ORD000133091,ITEM0000496547,DS004,SKU0206,Damaged Item,166.38,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004603,ORD000133119,ITEM0000496641,DS004,SKU0064,Damaged Item,344.62,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004604,ORD000133132,ITEM0000496693,DS004,SKU0094,Missing Item,137.58,Inventory Accuracy / Putaway,P_DS004_035,Unconfirmed,Replacement
QI00004605,ORD000133207,ITEM0000496993,DS004,SKU0252,Wrong Item,674.74,Picking,P_DS004_009,Unconfirmed,Replacement
QI00004606,ORD000133236,ITEM0000497112,DS004,SKU0095,Missing Item,112.56,Inventory Accuracy / Putaway,P_DS004_014,Unconfirmed,Refund
QI00004607,ORD000133239,ITEM0000497120,DS004,SKU0141,Missing Item,213.3,Inventory Accuracy / Putaway,P_DS004_012,Unconfirmed,Refund
QI00004608,ORD000133305,ITEM0000497367,DS004,SKU0116,Damaged Item,65.46,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004609,ORD000133329,ITEM0000497453,DS004,SKU0054,Wrong Item,266.46,Shelf Placement / Picking Verification,P_DS004_012,Unconfirmed,Refund
QI00004610,ORD000133332,ITEM0000497467,DS004,SKU0057,Missing Item,458.0,Inventory Accuracy / Putaway,P_DS004_024,Unconfirmed,Refund
QI00004611,ORD000133428,ITEM0000497818,DS004,SKU0274,Wrong Item,764.52,Shelf Placement / Picking Verification,P_DS004_035,Unconfirmed,Refund
QI00004612,ORD000133526,ITEM0000498206,DS004,SKU0279,Missing Item,219.34,Inventory Accuracy / Putaway,P_DS004_014,Unconfirmed,Refund
QI00004613,ORD000133606,ITEM0000498510,DS004,SKU0272,Damaged Item,27.35,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004614,ORD000133649,ITEM0000498675,DS004,SKU0131,Damaged Item,255.32,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004615,ORD000133656,ITEM0000498701,DS004,SKU0264,Wrong Item,26.89,Picking,P_DS004_009,Unconfirmed,Replacement
QI00004616,ORD000133686,ITEM0000498800,DS004,SKU0193,Missing Item,647.18,Inventory Accuracy / Putaway,P_DS004_015,Unconfirmed,Refund
QI00004617,ORD000133700,ITEM0000498846,DS004,SKU0071,Missing Item,241.58,Inventory Accuracy / Putaway,P_DS004_006,Unconfirmed,Refund
QI00004618,ORD000133705,ITEM0000498867,DS004,SKU0176,Damaged Item,206.65,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00004619,ORD000133746,ITEM0000499012,DS004,SKU0287,Damaged Item,193.29,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004620,ORD000133761,ITEM0000499060,DS004,SKU0249,Damaged Item,489.26,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004621,ORD000133777,ITEM0000499123,DS004,SKU0081,Damaged Item,87.92,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004622,ORD000133783,ITEM0000499142,DS004,SKU0269,Damaged Item,399.24,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004623,ORD000133799,ITEM0000499200,DS004,SKU0051,Missing Item,25.15,Inventory Accuracy / Putaway,P_DS004_009,Unconfirmed,Refund
QI00004624,ORD000133818,ITEM0000499279,DS004,SKU0104,Missing Item,362.9,Inventory Accuracy / Putaway,P_DS004_006,Unconfirmed,Replacement
QI00004625,ORD000133867,ITEM0000499452,DS004,SKU0193,Damaged Item,323.59,Putaway / Picking Handling,,Unconfirmed,Refund
QI00004626,ORD000133909,ITEM0000499613,DS004,SKU0149,Missing Item,91.54,Inventory Accuracy / Putaway,P_DS004_013,Unconfirmed,Refund
QI00004627,ORD000133919,ITEM0000499653,DS004,SKU0185,Wrong Item,196.9,Shelf Placement / Picking Verification,P_DS004_016,Unconfirmed,Replacement
QI00004628,ORD000133919,ITEM0000499656,DS004,SKU0010,Missing Item,154.59,Inventory Accuracy / Putaway,P_DS004_016,Unconfirmed,Refund
QI00004629,ORD000133928,ITEM0000499689,DS004,SKU0277,Missing Item,745.62,Inventory Accuracy / Putaway,P_DS004_004,Unconfirmed,Refund
QI00004630,ORD000133934,ITEM0000499708,DS004,SKU0119,Damaged Item,364.04,Rider Handling / Last Mile,,Unconfirmed,Refund
QI00004631,ORD000133988,ITEM0000499902,DS004,SKU0296,Damaged Item,97.56,Putaway / Picking Handling,,Unconfirmed,Replacement
QI00004632,ORD000134030,ITEM0000500045,DS004,SKU0063,Missing Item,569.61,Inventory Accuracy / Putaway,P_DS004_025,Unconfirmed,Replacement
QI00004633,ORD000134067,ITEM0000500180,DS004,SKU0081,Missing Item,43.96,Inventory Accuracy / Putaway,P_DS004_016,Unconfirmed,Refund
